"property_id","price"
"d56159653f5d2abc5ed5acd7",930063449.915985
"45550aa81c0151f1fd9fd8fe",839953895.298303
"735deef3382aa15930482f3e",738840273.540782
"0dd49fa8bb7be52b851c6dc9",863229739.425731
"7d3220a91e78f8bc2924d1cd",1214850027.97651
"d3054072b2175deec2c1f8dc",495154735.078647
"b7574b06d593fca4eac59815",493321211.113876
"79e822115c5c1a4531366001",698338083.722482
"d3ed5316a463d38c1bd321d0",1255084287.94385
"2f1880c9b8f7ac2715e1236d",1074962037.20133
"dcca1c7f109175760ff531c6",840056808.995512
"dfc4f3facf91bbd93ee0fa4d",595519717.422446
"30e134a6cbe61d7954d0f56b",527614325.103945
"385fee7bd9ad7722d45dd034",516354110.633394
"87199c236bf22903d1aafdd0",643365256.464786
"19e19ad0cd6b5e84d8aa970e",477170026.325383
"907f968e78d748fde69dd44f",828612146.233127
"be094e5db0f784e3aa013aae",633449999.000884
"7ab96f83915bc84f8c03c1bd",453794926.432699
"07f4aa9b9ff5b0b05d31e6c0",896128382.438593
"e9be8cd37abed8ab510ba1f5",833045305.162873
"5f6ad58df27b562db077b5ce",891004480.363813
"ee96d947484aaace40f9b77f",934088021.797738
"15c4aef8401208054697b81e",1078854514.54163
"22d6cb11333f2839b8112b89",1158128863.402
"288c09c33907dadbae495c11",1442366452.61528
"f71d2bca0c5fe2720a1544c4",580394367.316149
"451744cf3ce55a98db8a3562",567831265.221049
"fba9ae05a6a8a9e0c6268a9f",587418218.250576
"1338e58f7dcebf5a1ea59388",418823911.731423
"a817e8da0ada143ac87277ee",558067587.988593
"46d8bb3e9a0ca584d3c7a317",622078698.313378
"b2506aa9463aebf01e1e00ca",529449692.380209
"7ec025b9b6e6f33bf65af41b",481953207.633997
"2ff531e27672ecd2362eed55",826756558.158452
"9b3cf0d1b91b9c6a2a887647",743138341.234885
"7db5291ce4602d9b2b266872",749280956.069891
"65d5918e826c33bb950fc008",574392737.49937
"395c34e4b8f52cbdb0522459",732890936.385849
"855f4b67d2bd6d18fd03d8e7",962725554.734748
"9ff06409b37e5b5dece4604a",685451809.326876
"0508cd7bd2c77ebb6fea1e56",690692770.870973
"b45fff2e718e54772d46a3fd",709885452.926981
"cf4d2297b73dbc357d21e31b",755057115.909263
"0ada7044c5b29925abc90879",674674640.489843
"6305f02255274ab5fb6bd39c",561704867.057994
"d9a94194ae1350512beff3e6",857922815.961366
"e3896296cb80d50d9ad3f903",810982224.120904
"6514f355887c64136edb5595",817177043.334393
"f03400cc18e12903b3ffbe5a",869195736.105105
"4e134600155a64783b3f8c3e",679544501.24522
"d63ebc63c82fbf66d8b6ffd3",816518123.663368
"1bd64811bd59706844230198",815821578.8922
"a83921284639eedd4a511cb6",799141614.280382
"a2f3f7a1cd573e2a33f52e2d",859945209.953634
"47344a66471fa51f61c64652",814554925.445871
"78fd849c9429091347d7e5c9",791940940.975075
"c3daf2abea55af99c9579319",805753978.974763
"52864916eb1984abca41ec66",999313657.845409
"c62494a9d7aede44f2f84023",815550107.370786
"a2b576643f7a032371587e5e",1224750003.24531
"e53bc68f0e97ccead24f3e56",505139619.845057
"fd82c710aad91bc90af490fe",582404179.851315
"d436abc2ee37ba3dd561e940",1022886264.83172
"216a598114a403676011cb51",790596461.162101
"ea230d5eccd2b687888173bb",853294905.265235
"18bd0dd7580f2a7cb19a90b9",470599311.614862
"b143c8ca6d334f6a73c3f2a0",444052744.374664
"ab388cb4fa511968783bafee",520619007.733867
"6a4f08cd04d558a56af732d9",545085693.242215
"7216c895aa047c4f405c4941",619151492.800999
"a493488dcd906dc74cf8a604",622635165.439755
"7844b0b2bc65dced90a355c6",626613460.714827
"c1976383069b6b82ab29d092",498527540.098787
"e5cfd99e2308b7b73581dbdc",640342280.219879
"c18c2ea88f4ac53970b53d2c",580191287.0783
"842c9f0e4edf1e5a672ce15e",780073408.182771
"7dd1e46dcbddc6bf5ef694de",639202679.604971
"6cc4f32b39180bd1ec7e117b",734120305.570431
"79e643789a85dc4ffad49a25",951576953.512249
"b3402a9173d289d6db78e09d",819131467.136072
"a446507813234e358db8b573",620475572.652928
"c8ef57ddfb35061d1876f94e",685205319.488614
"360be0df2c003005e3db080e",1225271799.96611
"9ab245a4c91877cb7a8661ce",1220922485.75001
"a57a34c7486e7a40e8deb316",793512931.411459
"ceba7d0f56f6cb03538962fb",874732950.301829
"d5475993f9db58c3e4baf7a3",840456522.515379
"d37a1dda09e30da13ff5bfc3",859308526.113132
"68a8b8d077a8232723bf37e9",891004480.363813
"e1eea7716ca6490b7640717a",912435951.377005
"4ae6d75b10848d259ecba576",831312303.987928
"17afbce5c0b56732abbea936",934951619.88547
"84a2673eccd3cf3bd7fd3eb0",999313657.845409
"f2f4e6cbafe527b155707f01",839797120.549146
"de2e3a592cda5b76c9573c5c",963967982.570992
"fac651cf404a58f24dc7d286",1366836171.39677
"e6f312a0877af26b69855a3d",1207468914.11819
"333a643c623a9bc75f3a40f2",1355637427.94571
"64593641e470908ef23b46cb",781935346.969094
"ce9f2f0071be658ae75ca6f9",1221272965.5045
"9ab385e399a4673732b6a799",1021730051.16078
"3429c774b736cefc051e2c55",715032728.170398
"a51ad0372758b2bbfe73f8fd",721706668.102153
"8c801a266256e3fbabe7e3d2",704749125.718075
"ca2f81b8fb6fda20aefb0ccb",878783348.069254
"3c1b1f86087f9b99380e387c",789338699.449849
"b0cad5d612954b8cab18101c",891255530.907713
"7eb991f4c69215377e4dac8f",948338525.213933
"0d130b8bea4321300396fa34",1213065300.9295
"8dfa059401e1dca80ae65ae1",957858249.342601
"3e3f264cd0ac7a65ed2349a2",1053498588.00493
"112dce80bf512f3f24391d23",580191287.0783
"ff25ded6333278149f8fb68f",1009338374.58615
"d555b82c192794e87e9d536f",986139568.426349
"a787382d96ef9fce8f27bc70",1079185016.5085
"8c3aa295f7bcfd9a43eb2037",1174186211.69579
"13ac95652fb3cf6c43dafc66",494763486.124949
"42fc6a80b882c32f6264ac10",494429338.84009
"1e9c53e09220d689a0210ab9",543724165.475763
"3348706086aa3db5c92259c3",644094454.455068
"66d402a9b7d05f29282ddb00",584517044.895003
"cf88be51d6f31c10e5868ff7",367330268.1592
"30b3f38716be209a894b0942",585170421.10131
"0a5908a92d0ba3e36f54b1f3",599765729.547054
"dd206b6ea2d7f6555109ea39",550771904.488566
"c641febd8bc2ece3e4d2d8b6",716006268.734249
"c11fdc02a288af0572a2bca1",817096598.708718
"35dc60a65969b264ab283d6d",735997043.017005
"d9cb0f637cd4feaaaf8a21c0",936642347.962669
"7e8dfae9a5f1faf8afa706f7",594657116.367318
"a280fe7610c254b935c9dcfc",481092736.368947
"85524880fdc4e4daf90e96fd",444496150.783883
"f361109d06f6609c16724b39",574392737.49937
"3f6b2f0c0876c21755369cb6",561704867.057994
"de26819064a290ce78d8fcc1",840449479.108817
"91be1260a84ab7fa3521c495",769609500.205326
"18c8dc4549d38c918af2972e",924525587.970793
"782b0fb8641849c2c34291e6",642600688.861952
"54933f8b33a4fd6f031ed5be",766098646.045658
"953176c9a901b4f61c030432",921314287.603061
