"property_id","price"
"d56159653f5d2abc5ed5acd7",610519295.280931
"45550aa81c0151f1fd9fd8fe",602914578.465869
"735deef3382aa15930482f3e",571674925.755085
"0dd49fa8bb7be52b851c6dc9",680835596.354717
"7d3220a91e78f8bc2924d1cd",655646742.567392
"d3054072b2175deec2c1f8dc",529273772.661609
"b7574b06d593fca4eac59815",528254308.209125
"79e822115c5c1a4531366001",568627028.21838
"d3ed5316a463d38c1bd321d0",644725269.854244
"2f1880c9b8f7ac2715e1236d",577514367.488037
"dcca1c7f109175760ff531c6",576888034.324894
"dfc4f3facf91bbd93ee0fa4d",402301809.358545
"30e134a6cbe61d7954d0f56b",471841416.724117
"385fee7bd9ad7722d45dd034",474225910.918788
"87199c236bf22903d1aafdd0",474267925.613382
"19e19ad0cd6b5e84d8aa970e",484605075.449095
"907f968e78d748fde69dd44f",619363131.976622
"be094e5db0f784e3aa013aae",574523477.021591
"7ab96f83915bc84f8c03c1bd",466259702.735773
"07f4aa9b9ff5b0b05d31e6c0",618309024.93352
"e9be8cd37abed8ab510ba1f5",678091852.877956
"5f6ad58df27b562db077b5ce",537024045.429815
"ee96d947484aaace40f9b77f",637363726.987935
"15c4aef8401208054697b81e",1198061186.7572
"22d6cb11333f2839b8112b89",508146779.532481
"288c09c33907dadbae495c11",870744325.15967
"f71d2bca0c5fe2720a1544c4",438841280.834157
"451744cf3ce55a98db8a3562",443634317.448388
"fba9ae05a6a8a9e0c6268a9f",469487942.160675
"1338e58f7dcebf5a1ea59388",424472409.446205
"a817e8da0ada143ac87277ee",469473726.300934
"46d8bb3e9a0ca584d3c7a317",553703920.58945
"b2506aa9463aebf01e1e00ca",488972374.40124
"7ec025b9b6e6f33bf65af41b",494384843.705686
"2ff531e27672ecd2362eed55",543994624.772906
"9b3cf0d1b91b9c6a2a887647",562638940.713475
"7db5291ce4602d9b2b266872",514002004.134209
"65d5918e826c33bb950fc008",549556203.299256
"395c34e4b8f52cbdb0522459",567243188.605221
"855f4b67d2bd6d18fd03d8e7",541952461.063552
"9ff06409b37e5b5dece4604a",609896485.00724
"0508cd7bd2c77ebb6fea1e56",634078713.394684
"b45fff2e718e54772d46a3fd",560318995.229422
"cf4d2297b73dbc357d21e31b",530928527.128941
"0ada7044c5b29925abc90879",622134448.834557
"6305f02255274ab5fb6bd39c",477487225.617224
"d9a94194ae1350512beff3e6",668166054.043355
"e3896296cb80d50d9ad3f903",573168312.930934
"6514f355887c64136edb5595",483843430.47117
"f03400cc18e12903b3ffbe5a",706623631.161089
"4e134600155a64783b3f8c3e",599324719.835734
"d63ebc63c82fbf66d8b6ffd3",668147331.352023
"1bd64811bd59706844230198",641730812.479323
"a83921284639eedd4a511cb6",724841886.091048
"a2f3f7a1cd573e2a33f52e2d",738029144.094304
"47344a66471fa51f61c64652",701286145.0898
"78fd849c9429091347d7e5c9",713894436.9677
"c3daf2abea55af99c9579319",524505971.568525
"52864916eb1984abca41ec66",782093504.678269
"c62494a9d7aede44f2f84023",484319332.521878
"a2b576643f7a032371587e5e",791360308.637019
"e53bc68f0e97ccead24f3e56",571942042.775652
"fd82c710aad91bc90af490fe",623000494.29773
"d436abc2ee37ba3dd561e940",754460032.02455
"216a598114a403676011cb51",565954153.294861
"ea230d5eccd2b687888173bb",742635545.854726
