"property_id","price"
"d56159653f5d2abc5ed5acd7",848144339.552076
"45550aa81c0151f1fd9fd8fe",850687000.061333
"735deef3382aa15930482f3e",777672225.564961
"0dd49fa8bb7be52b851c6dc9",849712330.583869
"7d3220a91e78f8bc2924d1cd",877334610.912483
"d3054072b2175deec2c1f8dc",801248172.488701
"b7574b06d593fca4eac59815",800909180.224919
"79e822115c5c1a4531366001",857721243.454239
"d3ed5316a463d38c1bd321d0",863182521.326801
"2f1880c9b8f7ac2715e1236d",782469163.157571
"dcca1c7f109175760ff531c6",836058445.903352
"dfc4f3facf91bbd93ee0fa4d",666198099.299367
"30e134a6cbe61d7954d0f56b",693861079.61785
"385fee7bd9ad7722d45dd034",733194228.970346
"87199c236bf22903d1aafdd0",733244495.436551
"19e19ad0cd6b5e84d8aa970e",734396071.899628
"907f968e78d748fde69dd44f",847412690.997601
"be094e5db0f784e3aa013aae",831114266.82359
"7ab96f83915bc84f8c03c1bd",745104911.310706
"07f4aa9b9ff5b0b05d31e6c0",842427312.951222
"e9be8cd37abed8ab510ba1f5",908513450.595302
"5f6ad58df27b562db077b5ce",721529460.007478
"ee96d947484aaace40f9b77f",865135233.306757
"15c4aef8401208054697b81e",1430539750.33788
"22d6cb11333f2839b8112b89",760560711.871049
"288c09c33907dadbae495c11",1088883664.82264
"f71d2bca0c5fe2720a1544c4",667192663.497995
"451744cf3ce55a98db8a3562",677007118.240378
"fba9ae05a6a8a9e0c6268a9f",682107979.14086
"1338e58f7dcebf5a1ea59388",672400037.206312
"a817e8da0ada143ac87277ee",599389991.966096
"46d8bb3e9a0ca584d3c7a317",725916310.943806
"b2506aa9463aebf01e1e00ca",759998478.542746
"7ec025b9b6e6f33bf65af41b",762024538.73031
"2ff531e27672ecd2362eed55",760658158.538507
"9b3cf0d1b91b9c6a2a887647",789478892.977641
"7db5291ce4602d9b2b266872",747990207.537914
"65d5918e826c33bb950fc008",745836767.862541
"395c34e4b8f52cbdb0522459",795736307.017397
"855f4b67d2bd6d18fd03d8e7",797250148.044116
"9ff06409b37e5b5dece4604a",770996946.640654
"0508cd7bd2c77ebb6fea1e56",747787660.038414
"b45fff2e718e54772d46a3fd",765411166.349052
"cf4d2297b73dbc357d21e31b",671372674.564174
"0ada7044c5b29925abc90879",783192732.130239
"6305f02255274ab5fb6bd39c",697023233.336866
"d9a94194ae1350512beff3e6",795567914.576756
"e3896296cb80d50d9ad3f903",801590590.26499
"6514f355887c64136edb5595",696678982.803014
"f03400cc18e12903b3ffbe5a",869178802.369039
"4e134600155a64783b3f8c3e",843556045.017893
"d63ebc63c82fbf66d8b6ffd3",873755759.006912
"1bd64811bd59706844230198",882004749.16912
"a83921284639eedd4a511cb6",805991046.791676
"a2f3f7a1cd573e2a33f52e2d",905480247.906871
"47344a66471fa51f61c64652",857733530.620487
"78fd849c9429091347d7e5c9",885539379.799115
"c3daf2abea55af99c9579319",766998767.750779
"52864916eb1984abca41ec66",948124519.319723
"c62494a9d7aede44f2f84023",737184441.901828
"a2b576643f7a032371587e5e",1011457226.14536
"e53bc68f0e97ccead24f3e56",834097151.410503
"fd82c710aad91bc90af490fe",859419274.2366
"d436abc2ee37ba3dd561e940",978956891.039534
"216a598114a403676011cb51",751944837.881185
"ea230d5eccd2b687888173bb",970423960.306009
"18bd0dd7580f2a7cb19a90b9",616900152.172161
"b143c8ca6d334f6a73c3f2a0",618112852.282217
"ab388cb4fa511968783bafee",748274832.836452
"6a4f08cd04d558a56af732d9",893792987.690697
"7216c895aa047c4f405c4941",832408312.56706
"a493488dcd906dc74cf8a604",830481130.940866
"7844b0b2bc65dced90a355c6",824604515.949887
"c1976383069b6b82ab29d092",690537741.698349
"e5cfd99e2308b7b73581dbdc",785034190.173983
"c18c2ea88f4ac53970b53d2c",721874057.505069
"842c9f0e4edf1e5a672ce15e",773011644.446322
"7dd1e46dcbddc6bf5ef694de",679213368.25013
"6cc4f32b39180bd1ec7e117b",884147194.437723
"79e643789a85dc4ffad49a25",1070610337.62644
"b3402a9173d289d6db78e09d",908358377.442817
"a446507813234e358db8b573",897063844.861935
"c8ef57ddfb35061d1876f94e",835359059.320152
"360be0df2c003005e3db080e",883911734.961831
"9ab245a4c91877cb7a8661ce",765247942.806116
"a57a34c7486e7a40e8deb316",839035594.153187
"ceba7d0f56f6cb03538962fb",798105370.487012
"d5475993f9db58c3e4baf7a3",983249325.405512
"d37a1dda09e30da13ff5bfc3",841867497.80907
"68a8b8d077a8232723bf37e9",721529460.007478
"e1eea7716ca6490b7640717a",830936783.051095
"4ae6d75b10848d259ecba576",674358299.341491
"17afbce5c0b56732abbea936",875538983.611928
"84a2673eccd3cf3bd7fd3eb0",948124519.319723
"f2f4e6cbafe527b155707f01",763139079.956494
"de2e3a592cda5b76c9573c5c",786842321.066551
"fac651cf404a58f24dc7d286",755084476.405611
"e6f312a0877af26b69855a3d",935790897.925719
"333a643c623a9bc75f3a40f2",835364677.459318
"64593641e470908ef23b46cb",778518814.302038
"ce9f2f0071be658ae75ca6f9",1008604985.65614
"9ab385e399a4673732b6a799",786558226.264092
"3429c774b736cefc051e2c55",745249886.680978
"a51ad0372758b2bbfe73f8fd",711261902.534362
"8c801a266256e3fbabe7e3d2",754701881.252344
"ca2f81b8fb6fda20aefb0ccb",865550869.430088
"3c1b1f86087f9b99380e387c",801966082.647809
"b0cad5d612954b8cab18101c",947703168.559378
"7eb991f4c69215377e4dac8f",884457442.846359
"0d130b8bea4321300396fa34",926249938.087512
"8dfa059401e1dca80ae65ae1",682191054.889351
"3e3f264cd0ac7a65ed2349a2",837173042.746093
"112dce80bf512f3f24391d23",721874057.505069
"ff25ded6333278149f8fb68f",854832815.434985
"d555b82c192794e87e9d536f",854978953.919559
"a787382d96ef9fce8f27bc70",920387990.697982
"8c3aa295f7bcfd9a43eb2037",867471947.744605
"13ac95652fb3cf6c43dafc66",658209890.202658
"42fc6a80b882c32f6264ac10",683099171.517412
"1e9c53e09220d689a0210ab9",672807327.818951
"3348706086aa3db5c92259c3",807886491.875024
"66d402a9b7d05f29282ddb00",675260551.149175
"cf88be51d6f31c10e5868ff7",396090589.983671
"30b3f38716be209a894b0942",748958767.308529
"0a5908a92d0ba3e36f54b1f3",940885506.116678
"dd206b6ea2d7f6555109ea39",851050077.598325
"c641febd8bc2ece3e4d2d8b6",884284105.987109
"c11fdc02a288af0572a2bca1",924513331.097498
"35dc60a65969b264ab283d6d",927242034.188538
"d9cb0f637cd4feaaaf8a21c0",947700434.714
"7e8dfae9a5f1faf8afa706f7",646240046.770157
"a280fe7610c254b935c9dcfc",688317955.848662
"85524880fdc4e4daf90e96fd",843885821.894729
"f361109d06f6609c16724b39",745836767.862541
"3f6b2f0c0876c21755369cb6",697023233.336866
"de26819064a290ce78d8fcc1",864155629.783737
"91be1260a84ab7fa3521c495",733271532.742789
"18c8dc4549d38c918af2972e",894381608.343278
"782b0fb8641849c2c34291e6",810998029.595265
"54933f8b33a4fd6f031ed5be",830540392.170985
"953176c9a901b4f61c030432",775869800.549701
"357e2add3d68167a4f3ce15e",813283839.972672
"90332d50e91925eb9b614bef",812691635.444076
"11723d1d472bf1a3fdd8b72c",767417542.47616
"01f8b6799e2910f7769db175",969644923.315237
"a0d5001f7dd42d7f0c91d2a9",871157630.247017
"d4439c35bcb88e1490916c67",930590464.853331
"4a73dad0ff8a5262e8b07c4b",975060066.658467
"3dd8085a65f24b497ea59557",961647978.436485
"39ef085809bc80e32e7b6af6",762615763.179553
"b98ee16e8fd7d1c75a9da13c",938569133.71711
"16deb26bf740fa61e258f545",940149814.811929
"732a3bd457d7798e1fd892f6",741892643.201132
"1376058cb128a1c7729cd2e9",773379458.216384
"cac7e7c3e13af91bdc7107e8",970238653.421923
"9f3dfa6e1422f6aeac527c61",603427421.446852
"4dd3d1288ccb66ee4fb9c097",1028548834.51911
