"property_id","price"
"d56159653f5d2abc5ed5acd7",654753726.897313
"45550aa81c0151f1fd9fd8fe",654753726.897313
"735deef3382aa15930482f3e",654753726.897313
"0dd49fa8bb7be52b851c6dc9",654753726.897313
"7d3220a91e78f8bc2924d1cd",654753726.897313
"d3054072b2175deec2c1f8dc",654753726.897313
"b7574b06d593fca4eac59815",654753726.897313
"79e822115c5c1a4531366001",654753726.897313
"d3ed5316a463d38c1bd321d0",654753726.897313
"2f1880c9b8f7ac2715e1236d",654753726.897313
"dcca1c7f109175760ff531c6",654753726.897313
"dfc4f3facf91bbd93ee0fa4d",654753726.897313
"30e134a6cbe61d7954d0f56b",654753726.897313
"385fee7bd9ad7722d45dd034",654753726.897313
"87199c236bf22903d1aafdd0",654753726.897313
"19e19ad0cd6b5e84d8aa970e",654753726.897313
"907f968e78d748fde69dd44f",654753726.897313
"be094e5db0f784e3aa013aae",654753726.897313
"7ab96f83915bc84f8c03c1bd",654753726.897313
"07f4aa9b9ff5b0b05d31e6c0",654753726.897313
"e9be8cd37abed8ab510ba1f5",654753726.897313
"5f6ad58df27b562db077b5ce",654753726.897313
"ee96d947484aaace40f9b77f",654753726.897313
"15c4aef8401208054697b81e",654753726.897313
"22d6cb11333f2839b8112b89",654753726.897313
"288c09c33907dadbae495c11",654753726.897313
"f71d2bca0c5fe2720a1544c4",654753726.897313
"451744cf3ce55a98db8a3562",654753726.897313
"fba9ae05a6a8a9e0c6268a9f",654753726.897313
"1338e58f7dcebf5a1ea59388",654753726.897313
"a817e8da0ada143ac87277ee",654753726.897313
"46d8bb3e9a0ca584d3c7a317",654753726.897313
"b2506aa9463aebf01e1e00ca",654753726.897313
"7ec025b9b6e6f33bf65af41b",654753726.897313
"2ff531e27672ecd2362eed55",654753726.897313
"9b3cf0d1b91b9c6a2a887647",654753726.897313
"7db5291ce4602d9b2b266872",654753726.897313
"65d5918e826c33bb950fc008",654753726.897313
"395c34e4b8f52cbdb0522459",654753726.897313
"855f4b67d2bd6d18fd03d8e7",654753726.897313
"9ff06409b37e5b5dece4604a",654753726.897313
"0508cd7bd2c77ebb6fea1e56",654753726.897313
